ltable_item_name,rtable_item_name,label
"WOMEN'S GINSENG ANGELA GOLD, Hộp/60 Viên, Lô: WG29072360, HSD: 06/07/2026",Kaleorid Tab 600mg(3vix10vien),0
"Phun sương xua muỗi Soffell 130 SL Mosquito Repellent, Orange Peel 80ml",Kaleorid Tab 600mg(3vix10vien),0
JARDIANCE DUO 12.5MG/1000MG TABS30,Kaleorid Tab 600mg(3vix10vien),0
( Hộp 50 cái ),Kaleorid Tab 600mg(3vix10vien),0
CP61004748 - 825996-KDR COL TRẺ EM THIÊN NHIÊN 6-9 TUỔI 80GX48,Triplixam 5/1.25/5mg (Lo 30Vien),0
Nước rửa tay Bảo vệ khỏi vi khuẩn- Bảo vệ tối ưu Pharmacity (200ml),Triplixam 5/1.25/5mg (Lo 30Vien),0
TRIPLIXAM 5MG/1.25MG/5MG TAB 30'S,Triplixam 5/1.25/5mg (Lo 30Vien),1
PRIMOLUT-N TAB 5MG 30'S,Coveram 10mg/10mg(Lo 30vien),0
VIAGRA TABS 100MG 4'S,Coveram 10mg/10mg(Lo 30vien),0
BCDR SENS SENSITIVE EXTRA SOFT 1X2,Coveram 10mg/10mg(Lo 30vien),0
GLUCOPHAGE XR TAB 750MG 30'S,Coveram 10mg/10mg(Lo 30vien),0
SUCRAPI (H/20G),Coveram 10mg/10mg(Lo 30vien),0
COVERAM 10-10 TAB 10-10MG 30'S,Coveram 10mg/10mg(Lo 30vien),1
GALVUS 50MG 2X14,Coveram 10mg/10mg(Lo 30vien),0
Nước uống Pororo hương vị sữa,Coveram 10mg/10mg(Lo 30vien),0
Novorapid FlexPen 300U/3ml B/5 (France),Visanne 2mg (2Vi x 14Vien),0
ACIGMENTIN 1000 ( AMOXICILLIN 875MG + ACID CLAVULANIC 125MG ) - HỘP 14 VIÊN - MINH HẢI,Visanne 2mg (2Vi x 14Vien),0
CEELIN SYRUP BT/60ML,Visanne 2mg (2Vi x 14Vien),0
PRADAXA 150MG CAPS. B/30,Visanne 2mg (2Vi x 14Vien),0
VISANNE 2MG TAB 2X14'S,Visanne 2mg (2Vi x 14Vien),1
KDR SENSODYNE RAPID ACTION 100G,Betadine Vaginal Sol 125ml (Douche),0
(PO000280683),Betadine Vaginal Sol 125ml (Douche),0
TTX02 - Thông xoang Nam Dược (Lọ 15ml),Betadine Vaginal Sol 125ml (Douche),0
Khẩu trang 4D PMC Đen,Betadine Vaginal Sol 125ml (Douche),0
PO000278556,Betadine Vaginal Sol 125ml (Douche),0
PO000306986,Betadine Vaginal Sol 125ml (Douche),0
"Phun sương xua muỗi Soffell 130 SL Mosquito Repellent, Floral 80ml",Nebilet (1vix14vien),0
Gel mờ sẹo và vết thâm (Acnes Scar Care) 12 g ,Nebilet (1vix14vien),0
PMC BÔNG Y TẾ 25G,Nebilet (1vix14vien),0
TIGER BALM PLASTER-RD 7x10cm;,Galvus Met 50Mg/850Mg(6vix10vien),0
ENAT 400;400IU,Galvus Met 50Mg/850Mg(6vix10vien),0
 Xịt khử mùi Hương Sang Trọng (Refre Whitening Perfume Deluxe) 30 ml,Galvus Met 50Mg/850Mg(6vix10vien),0
"Megaduo gel (15g) (SL: MGC030723, HD: 08/07/2026)",Galvus Met 50Mg/850Mg(6vix10vien),0
ST PURITE ANH DAO 500MLX12 V723,Galvus Met 50Mg/850Mg(6vix10vien),0
Quần PP Travel-Mate L Nữ;5cái+1 cái cùng loại,Galvus Met 50Mg/850Mg(6vix10vien),0
GALVUS MET 50MG/850MG 6X10,Galvus Met 50Mg/850Mg(6vix10vien),1
"Thực phẩm bảo vệ sức khỏe CALCIUM & MAGNESIUM + VITAMIN D3 & K2, ZINC BONE HEALTH (60 VIÊN)",Galvus Met 50Mg/850Mg(6vix10vien),0
"Biogaia Protectis Baby Drops
(Hộp 1 lọ)
Sản xuất: Thụy Điển",Natrixam 1.5mg/5mg (6Vi x 5Vien),0
PEARL COLLAGEN ESSENCE MASK 23g,Natrixam 1.5mg/5mg (6Vi x 5Vien),0
(PO000305819),Natrixam 1.5mg/5mg (6Vi x 5Vien),0
NATRIXAM 1.5MG/5MG TAB 6X5'S,Natrixam 1.5mg/5mg (6Vi x 5Vien),1
EUGICA FORT V/10 H/100 T/8100;,Coversyl Plus 10/2.5mg Lọ 30V,0
PO000306196,Coversyl Plus 10/2.5mg Lọ 30V,0
"Anmikids Zin C (Số lô: 17.23, NSX: 06/10/2023 - HSD: 06/10/2026)",Coversyl Plus 10/2.5mg Lọ 30V,0
PERFECTIL (H/30 VIEN) - UNITED KINGDOM,Coversyl Plus 10/2.5mg Lọ 30V,0
VISANNE 2MG TAB 2X14'S,Coversyl Plus 10/2.5mg Lọ 30V,0
COVERSYL PLUS 10MG/ 2.5MG 30'S,Coversyl Plus 10/2.5mg Lọ 30V,1
Kính bảo hộ S3006-C1,Femoston Cotin 1/5mg (1vix28Vien),0
BVS Diana SENSI Cool Fresh SM KC 8 -2212,Femoston Cotin 1/5mg (1vix28Vien),0
PO000305638,Femoston Cotin 1/5mg (1vix28Vien),0
BVS Diana SENSI Siêu Mỏng K.Cánh 08-2202,Femoston Cotin 1/5mg (1vix28Vien),0
Shelf life: 3 năm kể từ ngày sản xuất,Femoston Cotin 1/5mg (1vix28Vien),0
FEMOSTON CONTI 1MG/5MG TABLETS 28'S,Femoston Cotin 1/5mg (1vix28Vien),1
CELEBREX CAP 200MG 30'S,Bepanthen Balm Kem Chong Ham Cho Be Tuyp 30g,0
DAFLON TAB 500MG 60'S,Bepanthen Balm Kem Chong Ham Cho Be Tuyp 30g,0
LiveSpo DIA 30 (10 ống/ hộp),Bepanthen Balm Kem Chong Ham Cho Be Tuyp 30g,0
Cystine B6 Bailleul (H/1 vỉ x 20 viên),Bepanthen Balm Kem Chong Ham Cho Be Tuyp 30g,0
Lăn giúp khử mùi và chống mùi cơ thể 15ml.Hiệu ETIAXIL (DETRANSPIRANT Traitement transpiration excessive Aisselles Peaux sensibles),Bepanthen Balm Kem Chong Ham Cho Be Tuyp 30g,0
BEPANTHEN BALM 30G 1'S,Bepanthen Balm Kem Chong Ham Cho Be Tuyp 30g,1
Nhiệt kế điên tử Pharmacity dùng trong y tế (PO000305158),Gofen 400 Clearcap (5Vi x 10Vien),0
TTX03 - Thông xoang tán Nam Dược,Gofen 400 Clearcap (5Vi x 10Vien),0
"WOMEN'S GINSENG ANGELA GOLD, Hộp/60 Viên, Lô: WG29072360, HSD: 06/07/2026",Gofen 400 Clearcap (5Vi x 10Vien),0
AUGMENTIN TABLET 1G 2x7'S,Gofen 400 Clearcap (5Vi x 10Vien),0
DUPHASTON 10MG TABLETS 1X20'S,Gofen 400 Clearcap (5Vi x 10Vien),0
NEBILET TAB 5MG 14'S,Gofen 400 Clearcap (5Vi x 10Vien),0
GOFEN 400 CLEARCAP;400MG,Gofen 400 Clearcap (5Vi x 10Vien),1
Moloxcin 400 v/10 h/10 t/1320,Gofen 400 Clearcap (5Vi x 10Vien),0
"THUOC BOI TRI NGUA, VIEM DA VA VET CON TRUNG CAN (REMOS IB) 10 G",Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
Kẹo Himalaya Salt Mint Candy Lemon Flavour gói 15g,Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
Nazoster,Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
321209-60128-UNO Wax Vuốt Tóc Định Hình Mạnh Mẽ 80G(UNO MATTE EFFECTOR 80G),Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
"Megaduo Plus (15g) ( SL: MGP010223, HD: 01/02/2026)",Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
ESORAGIM 20,Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
Dung dịch vệ sinh tăng cường dưỡng ẩm - SAFORELLE Intensive Moisturizing Cleansing Care 100ml,Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,1
Dung dịch vệ sinh tăng cường dưỡng ẩm - SAFORELLE Intensive Moisturizing Cleansing Care 100ml,Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,1
Chiết khấu 8% : 3.973.348,Saforelle DDVS Tang Cuong Duong Am Chiet Xuat Lo Hoi 100ml,0
Gel rửa mặt kiểm soát nhờn (Acnes Oil Control Cleanser) 100 g,Ricola Keo Ngam Thao Moc Alpin Fresh  40G,0
Becacold E (Hộp 05 vỉ x 20 viên),Ricola Keo Ngam Thao Moc Alpin Fresh  40G,0
ALECENSA CAP 150MG 224 'S,Ricola Keo Ngam Thao Moc Alpin Fresh  40G,0
NO-SPA 40mg_BL5X10_VN,Saforelle Rua Phu Khoa 250ml,0
BVS Diana Sensi Supernight 29cm(12)-2207,Saforelle Rua Phu Khoa 250ml,0
Tràng Phục Linh Plus 20v,Saforelle Rua Phu Khoa 250ml,0
Bông tẩy trang tròn CZ2,Saforelle Rua Phu Khoa 250ml,0
EFFERALGAN 80MG SACHETS B/12,Saforelle Rua Phu Khoa 250ml,0
Túi zipper người lớn 200 que giấy AZP3,Saforelle Rua Phu Khoa 250ml,0
PO000307487,Saforelle Rua Phu Khoa 250ml,0
KU trẻ em Bobby không hương 100-1809,Saforelle Gel Rua Phu Khoa 100ml,0
KT Unicharm 3D Mask Super Fit M100 -2205,Saforelle Gel Rua Phu Khoa 100ml,0
Zinc v/10 h/100,Saforelle Gel Rua Phu Khoa 100ml,0
AMLODAC 5;,Saforelle Gel Rua Phu Khoa 100ml,0
"QIK (FOR MEN), Hộp/30 viên, Lô: QM21022230A, HSD: 24/02/2025",Ricola Keo Ngam Thao Moc Original 17.5G,0
CP61028720 - 932322 - KDR COL MF BẠC HÀ 225G + BC X 36,Ricola Keo Ngam Thao Moc Original 17.5G,0
CO-DIOVAN 80MG/12.5MG 2X14,Ricola Keo Ngam Thao Moc Original 17.5G,0
Kem rửa mặt tác động sâu (Oxy Deep Wash) 100g - 8935006531956 (BARCODE),Ricola Keo Ngam Thao Moc Original 17.5G,0
Dizzo effervescent(B/12blsx4s) (Ex_FM2307(012)_Mua 6h Dizzo tang 1h Dizzo),Ricola Keo Ngam Thao Moc Original 17.5G,0
LÔ E1663340; DATE 18/09/2025,Ricola Keo Ngam Thao Moc Original 17.5G,0
XUẤT THEO PO000279941-1,Ricola Keo Ngam Thao Moc Original 17.5G,0
GLUCOVANCE 500MG/5MG TAB 30'S,Ricola Keo Ngam Thao Moc Original 17.5G,0
PO000307423,Ricola Keo Ngam Thao Moc Original 17.5G,0
ALECENSA CAP 150MG 224 'S,Ricola Keo Ngam Thao Moc Original 17.5G,0
Shelf life: 3 năm kể từ ngày sản xuất,Ricola Keo Ngam Thao Moc Original 17.5G,0
VOLTAREN EMULGEL 20G 1’S,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
KU Bobby Care 100 - 1809,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
VIAGRA TAB 50MG 1'S,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
SALONPAS PAIN RELIEF PATCH   H/3mieng   Loc/10H-HISAMITSU-VIETNAM_1SA021-1-1T2,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
Theo PO000305572,Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
"BACTAMOX 375 TC, H/12G",Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
DUNG DICH NHO MAT (V.ROHTO MINERAL TEAR) 13ML,Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
CETAPHIL GENTLE SKIN CLEANSER 500ML,Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
KU trẻ em Bobby không hương 100-1809,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
BVS Sofy Skin C.f Organic W 23cm 08-2004,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
Mibetel plus,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
"PM Procare Diamond (lọ*30viên),Úc",Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
CP61034750 - 949191 - BCDR COL GENTLE GUM EXPERT BO DOI X 12BO,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
MOBIC 15MG TAB 20'S (GREECE),Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
Colchicine Capel 1mg (H/1 vỉ x 20 viên),Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
"BEATIL 4MG/5MG (XUẤT XƯỞNG: GEDEON RICHTER PLC.; Đ/C: GYOMROI ÚT 19-21, BUDAPEST, 1103, HUNGARY), T/112H/3VỈ X10V",Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
TRAJENTA DUO. FICTA/ 14/2.5+500MG BTL,Ricola Keo Ngam Thao Moc Vi Nam Viet Quoc 40G,0
EXFORGE HCT 5MG/160MG/12.5MG 4X7,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
KDR SENSODYNE TRANG SANG 100G,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
FASTUM GEL 30GR 1'S,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
VIACORAM 3.5MG/2.5MG TAB 30'S,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
(PO000312279),Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
Nước Oxy già VP 3% (60ml),Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
Dung dịch xịt tai ABC Earicilin 30ml. Lô 0423. NSX 29-11-2023. HSD 29-11-2026,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
Dầu xả dưỡng tóc dành cho tóc gàu (Selsun Anti-Dandruff Conditioner) 100 ml - 8935006535534 (BARCODE),Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
Kẹo the không đường hương bánh cookie dâu Playmore hũ 22g,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
LANTUS Solostar 100IU/ml B/5 pens x 3ml,Ricola Keo Ngam Thao Moc Vi Chanh Bac Ha 17.5G,0
GILOBA;40MG,Ricola Keo Ngam Thao Moc Original 17.5G,0
MEDROL TAB 16MG 30'S,Ricola Keo Ngam Thao Moc Original 17.5G,0
Tăm chỉ xỉa răng than hoạt tính BF (gói 30 cây),Ricola Keo Ngam Thao Moc Original 17.5G,0
EXFORGE 10MG/160MG 2X14,Ricola Keo Ngam Thao Moc Alpin Fresh  40G,0
Regulon ( Hop / 21 vien ),Ricola Keo Ngam Thao Moc Alpin Fresh  40G,0
Long huyết P/H (Hộp 2vỉ x 12 viên) (Hàng khuyến mại không thu tiền),Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
DAU XANH EAGLE 6ml,Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
4547691239136 - Bao Cao Su Okamoto Purity 10's,Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
Tăm chỉ xỉa răng than hoạt tính BF (gói 30 cây),Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
ESTRACEPTIN 0.15MG TABLETS 28'S,Ricola Keo Ngam Thao Moc Glacier Fresh Mint 17.5G,0
Fixderma Scar Gel,PMC Khau Trang 4D - Den (hop 10 cai),0
321209-60128-UNO Wax Vuốt Tóc Định Hình Mạnh Mẽ 80G(UNO MATTE EFFECTOR 80G),PMC Khau Trang 4D - Den (hop 10 cai),0
CTKM ANGELA CHÀO XUÂN THÁNG 1.2024,PMC Khau Trang 4D - Den (hop 10 cai),0
PO000307832,PMC Khau Trang 4D - Den (hop 10 cai),0
Mixtard 30 FlexPen 300IU/3ml B/5(France),PMC Khau Trang 4D - Den (hop 10 cai),0
(PO000308211),PMC Khau Trang 4D - Den (hop 10 cai),0
Khẩu trang 4D PMC Đen,PMC Khau Trang 4D - Den (hop 10 cai),1
Dung dịch làm mờ sẹo và vết thâm (Acnes C10) 15 ml - 8935006531963 (BARCODE),PMC Khau Trang 4D - Den (hop 10 cai),0
PEPTIDE COLLAGEN ESSENCE MASK 23g,PMC Khau Trang 4D - Den (hop 10 cai),0
VECTRINE ERDOSTEINE 300MG (H/20V),PMC Que Thu Rung Trung (Hop 7 Cai),0
Ospay neo 15ml                                                                   lô sx: 2307; hạn sử dụng: 16/12/2025,PMC Que Thu Rung Trung (Hop 7 Cai),0
Thực phẩm bảo vệ sức khỏe LiveSpo® CLAUSY (20 ống/hộp) (Giấy tiếp nhận đăng ký bản công bố sản phẩm số 4071/2021/ĐKSP của  Cục ATTP. Sản phẩm DNKHCN số 103/DNKHCN do Sở KHCN HN cấp),PMC Que Thu Rung Trung (Hop 7 Cai),0
320009-83714-KEM Ủ TÓC CAO CẤP FINO 230G(FINO PREMIUM TOUCH 230G),PMC Que Thu Rung Trung (Hop 7 Cai),0
ZYRTEC TAB 10MG 10'S,PMC Que Thu Rung Trung (Hop 7 Cai),0
Que thử rụng trứng PMC (Hộp 07 cái),PMC Que Thu Rung Trung (Hop 7 Cai),1
3MXF600120133N - 913868 - 781-2PK NEXCARE BĂNG KEO Y TẾ CUỘN GIẤY 1IN X 10YARDS VỈ 2 CUỘN,PMC Que Thu Rung Trung (Hop 7 Cai),0
PO000308283,PMC Que Thu Rung Trung (Hop 7 Cai),0
PO000278978,PMC Mat Na Collagen Pearl 23g,0
TIGER BALM RED 30G;,PMC Mat Na Collagen Pearl 23g,0
"PM Procare Diamond (lọ*30viên),Úc",PMC Mat Na Collagen Pearl 23g,0
PO000306575,PMC Mat Na Collagen Pearl 23g,0
TG 2IN1 XMEN C&F SACH SAU 630G X 12,PMC Mat Na Collagen Pearl 23g,0
MICARDIS 40MG TABLETS B/30,PMC Mat Na Collagen Pearl 23g,0
PEARL COLLAGEN ESSENCE MASK 23g,PMC Mat Na Collagen Pearl 23g,1
Đại tràng Nhất Nhất - Hộp 2 vỉ x 10 viên,PMC Mat Na Collagen Pearl 23g,0
AV CICALFATE+ REPAIRING CREAM 40ML,Apidra solostar 100IU (Hop 5 but) Inj,0
ESPUMISAN  L 40MG/ ML 30ML 1'S,Apidra solostar 100IU (Hop 5 but) Inj,0
Apidra Solostar 300IU/3ml 5's VN,Apidra solostar 100IU (Hop 5 but) Inj,1
PO: PO000304761,Thuan Moc Kem Boi Lam Diu Da 16gr,0
PROAVALO,Thuan Moc Kem Boi Lam Diu Da 16gr,0
DAFLON TAB 500MG 60'S,Thuan Moc Kem Boi Lam Diu Da 16gr,0
Miếng dán mụn ( Acnes Clear Patch) 24 miếng - 8935006538924 (BARCODE),Thuan Moc Kem Boi Lam Diu Da 16gr,0
AXE DEO BS BLACK 12X135ML,Thuan Moc Kem Boi Lam Diu Da 16gr,0
BERODUAL 10ML MDI (HFA) B/1 BT,Thuan Moc Kem Boi Lam Diu Da 16gr,0
22_Kem rửa mặt ngăn ngừa mụn (Acnes Creamy Wash) 100 g,Thuan Moc Kem Boi Lam Diu Da 16gr,0
Kem bôi da Thuần Mộc (Theo đơn đặt hàng sốPO000305684),Thuan Moc Kem Boi Lam Diu Da 16gr,1
4547691239105 - Bao Cao Su Okamoto Strawberry 3's,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
JANUMET XR 100/1000MG TAB 28'S,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
Chiết khấu,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
Prospan Cough Lozenges,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
PO000302874,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
SALONPAS PAIN RELIEF PATCH   H/3mieng   Loc/10H-HISAMITSU-VIETNAM_1SA021-1-1T2,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,1
PO000305447,Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
"PMC GẠC TIỆT TRÙNG 5X7,5CM (10M)",Salonpas Pain Relief Patch (3mieng/hop)7 x10cm,0
"Biogaia Protectis Baby Drops
(Hộp 1 lọ)
Sản xuất: Thụy Điển",Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
AMLODIPIN 5mg,Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
DOROCRON MR 30mg VNE H/2vỉx30viên -00723-050526-DMC 1 (Khuyến mãi không thanh toán),Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
"Sanlein 0,1 5ML B/1",Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
"Dầu gội dược liệu Thái Dương 7 (Chai 200ml, Hoa Bưởi Tây)",Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
Khẩu trang y tế Pharmacity màu trắng (10 cái/ gói) PO000305157,Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
DIANE 35 TAB 21'S,Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
JARDIANCE DUO 12.5MG/1000MG TABS30,Vitabiotics Jointace Original Giam Dau & Giam Viem Khop (30 Vien/Hop),0
- (FM2300_Chain_PMC_Mua 2.000.000d (-VAT) duoc giam gia 17%),VITABIOTICS Wellbaby B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4M (150ml),0
EFFERALGAN 80MG SUPPO B/10,VITABIOTICS Wellbaby B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4M (150ml),0
THỰC PHẨM BỔ SUNG: NƯỚC CAM VITAMIN C CVITT 140ML,VITABIOTICS Wellbaby B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4M (150ml),0
Glyxambi 25mg/5mg  B/30,VITABIOTICS Wellbaby B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4M (150ml),0
Nước uống Pororo hương vị sữa,VITABIOTICS Wellbaby B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4M (150ml),0
"Băng cá nhân trong suốt Transparent Plaster, 72mm x 18mm, 10 miếng/ hộp",VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
Gel sạch mụn & kháng khuẩn (Acnes Sealing Jell) 18 g,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
4547691239105 - Bao Cao Su Okamoto Strawberry 3's,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
ANAFERON FOR CHILDREN;3MG,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
CLOSE UP KDR KIM CUONG P0118 36X100G,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
ELEVIT TABLETS 30'S,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
FEROGLOBIN B12 LIQUID 200ML,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),1
BETADINE ANTISEPTIC SOL 10% 125ML,VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
"IMEFED 250MG/31,25MG TB H/12",VITABIOTICS Feroglobin Siro Bo Mau Cho Tre Tu 1Y (Chai 200ml),0
THELIZIN,VITABIOTICS Wellkid B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4Y (150ml),0
VITAMIN E 400 IU T40 (10%),VITABIOTICS Wellkid B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4Y (150ml),0
Biafine (H/1 tuýp 93g),VITABIOTICS Wellkid B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4Y (150ml),0
AUGMENTIN 250/31.25 SAC 250MG 12'S,VITABIOTICS Wellkid B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4Y (150ml),0
Ery Children 250mg (H/24 gói),VITABIOTICS Wellkid B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4Y (150ml),0
Kumano Kem dưỡng da tay Hatomugi 65g,VITABIOTICS Wellkid B.Sung Multivitamin & Khoang Chat Cho Tre Tu 4Y (150ml),0
Kính bảo hộ S3006-C1,Betadine Antiseptic Sol 10% (125ml),0
EPEGIS,Betadine Antiseptic Sol 10% (125ml),0
Chiết khấu,Betadine Antiseptic Sol 10% (125ml),0
TRAJENTA  5MG 30 TABS,Betadine Antiseptic Sol 10% (125ml),0
ROCIMUS 0.03% W/W;0.03%,Betadine Antiseptic Sol 10% (125ml),0
AVELOX TAB 400MG 5'S,Betadine Antiseptic Sol 10% (125ml),0
BETADINE ANTISEPTIC SOL 10% 125ML,Betadine Antiseptic Sol 10% (125ml),1
Khẩu trang y tế Pharmacity màu trắng (PO000306950),Betadine Vaginal Sol 125ml (Douche),0
LOSTAD T50 (H/30v),Betadine Vaginal Sol 125ml (Douche),0
Bao cao su Sagami Miracle 5s,Betadine Vaginal Sol 125ml (Douche),0
PO: PO000305446,Betadine Vaginal Sol 125ml (Douche),0
"Dung dịch vệ sinh mũi - Người lớn Nước biển sâu Xisat (75 ml), Việt Nam, (01 chai/hộp)",Betadine Vaginal Sol 125ml (Douche),0
"Sữa tắm Tây Thi (Hộp 1 Tube x 200g, HƯƠNG HOA HỒNG)",Betadine Vaginal Sol 125ml (Douche),0
Dầu Gội Chống Gàu (Selsun Anti-Dandruff Shampoo With Selenium Sulfide) 50 Ml - 8935006533370 (BARCODE),Betadine Vaginal Sol 125ml (Douche),0
"Băng keo cá nhân Pororo,4 size, 20 miếng/hộp",Betadine Vaginal Sol 125ml (Douche),0
Yumangel F,Betadine Vaginal Sol 125ml (Douche),0
BETADINE VAG DOU SOL 10% 125ML,Betadine Vaginal Sol 125ml (Douche),1
Desbebe (Hộp 1 lọ 60ml) ,Atorlip 10mg (3 Vi X 10 Vien),0
4547691783776 - Bao Cao Su Okamoto 0.01 HYDRO POLYURETHANE 4'S,Atorlip 10mg (3 Vi X 10 Vien),0
UPSA C 1GR BOX/ 1 TUBE X 10,Atorlip 10mg (3 Vi X 10 Vien),0
Chiết khấu thương mại Tháng 12/2023 theo Hợp đồng số 3012/CH-PHARMACITY/2022 ngày 30/12/2022 và Phụ lục hợp đồng số PL02/CH-PHARMACITY/2022 ngày 01/07/2023,Atorlip 10mg (3 Vi X 10 Vien),0
Lipvar 20 v/10 h/30 t/6720,Lipvar 20mg ( 3vi x 10vien),1
TADALAFIL STELLA 5MG (Hộp 30 viên),Atorlip 20mg ( 3 Vi X 10 Vien),0
BCDR SENS SENSITIVE EXTRA SOFT 1X2,Atorlip 20mg ( 3 Vi X 10 Vien),0
MEDROL TAB 16MG 30'S,Atorlip 20mg ( 3 Vi X 10 Vien),0
BERODUAL 10ML MDI (HFA) B/1 BT,Atorlip 20mg ( 3 Vi X 10 Vien),0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Milk Calcium 200mL,Lipcor 50mg DHG (3vi x 10vien),0
PO000305578,Lipcor 50mg DHG (3vi x 10vien),0
THC03 - Siro ho - cảm Ích nhi (90ml),Lipcor 50mg DHG (3vi x 10vien),0
Chiết khấu theo hợp đồng mua bán,Lipcor 50mg DHG (3vi x 10vien),0
SPAS-AGI,Lipcor 50mg DHG (3vi x 10vien),0
TRIMAFORT (H/ 20 gói),Lipcor 50mg DHG (3vi x 10vien),0
Lipcor 50 v/10 h/30 t/6720,Lipcor 50mg DHG (3vi x 10vien),1
CO-DIOVAN 80MG/12.5MG 2X14,Lipcor 50mg DHG (3vi x 10vien),0
